Date,Store ID,Product ID,Quantity Sold
2024-03-01,STORE001,1009,15
2024-03-01,STORE008,1007,17
2024-03-01,STORE005,1016,11
2024-03-01,STORE009,1016,8
2024-03-01,STORE007,1007,24
2024-03-01,STORE004,1005,17
2024-03-01,STORE010,1014,28
2024-03-01,STORE004,1014,16
2024-03-01,STORE002,1011,30
2024-03-01,STORE005,1005,20
2024-03-01,STORE002,1012,5
2024-03-02,STORE009,1009,19
2024-03-02,STORE001,1018,28
2024-03-02,STORE010,1009,16
2024-03-02,STORE004,1015,6
2024-03-02,STORE002,1009,28
2024-03-02,STORE003,1008,23
2024-03-02,STORE007,1011,19
2024-03-02,STORE007,1016,10
2024-03-02,STORE009,1012,21
2024-03-02,STORE001,1010,8
2024-03-02,STORE009,1008,19
2024-03-02,STORE008,1016,30
2024-03-02,STORE009,1015,28
2024-03-02,STORE002,1017,6
2024-03-02,STORE007,1010,8
2024-03-03,STORE005,1001,24
2024-03-03,STORE001,1011,10
2024-03-03,STORE009,1010,24
2024-03-03,STORE005,1007,8
2024-03-03,STORE008,1009,4
2024-03-03,STORE002,1015,5
2024-03-03,STORE002,1001,9
2024-03-03,STORE005,1011,22
2024-03-03,STORE005,1014,17
2024-03-03,STORE007,1007,15
2024-03-03,STORE005,1015,17
2024-03-04,STORE003,1006,19
2024-03-04,STORE001,1007,19
2024-03-04,STORE008,1009,5
2024-03-04,STORE009,1015,17
2024-03-04,STORE005,1014,5
2024-03-04,STORE003,1004,26
2024-03-05,STORE001,1012,26
2024-03-05,STORE003,1014,21
2024-03-05,STORE007,1008,1
2024-03-05,STORE009,1005,27
2024-03-05,STORE007,1006,3
2024-03-05,STORE002,1020,25
2024-03-05,STORE004,1007,23
2024-03-05,STORE002,1013,5
2024-03-05,STORE009,1001,13
2024-03-05,STORE006,1004,14
2024-03-05,STORE003,1011,1
2024-03-05,STORE007,1009,19
2024-03-05,STORE007,1020,10
2024-03-06,STORE006,1006,2
2024-03-06,STORE005,1016,25
2024-03-06,STORE002,1004,17
2024-03-06,STORE010,1017,23
2024-03-06,STORE008,1016,8
2024-03-06,STORE007,1003,9
2024-03-06,STORE009,1009,9
2024-03-06,STORE002,1003,4
2024-03-06,STORE010,1011,29
2024-03-06,STORE009,1007,23
2024-03-06,STORE009,1017,2
2024-03-06,STORE009,1011,20
2024-03-07,STORE007,1002,11
2024-03-07,STORE006,1003,26
2024-03-07,STORE001,1003,25
2024-03-07,STORE008,1013,19
2024-03-07,STORE004,1019,28
2024-03-07,STORE002,1016,10
2024-03-07,STORE003,1001,16
2024-03-07,STORE006,1015,14
2024-03-07,STORE002,1017,13
2024-03-07,STORE006,1012,3
2024-03-07,STORE003,1018,23
2024-03-07,STORE002,1008,25
2024-03-07,STORE007,1015,25
2024-03-07,STORE006,1008,10
2024-03-07,STORE009,1005,13
2024-03-08,STORE010,1007,18
2024-03-08,STORE005,1014,26
2024-03-08,STORE003,1015,3
2024-03-08,STORE007,1014,25
2024-03-08,STORE002,1011,29
2024-03-09,STORE005,1005,2
2024-03-09,STORE009,1016,17
2024-03-09,STORE007,1007,26
2024-03-09,STORE008,1005,6
2024-03-09,STORE010,1005,30
2024-03-09,STORE009,1005,12
2024-03-09,STORE006,1012,29
2024-03-10,STORE009,1006,24
2024-03-10,STORE010,1017,16
2024-03-10,STORE009,1010,14
2024-03-10,STORE007,1013,7
2024-03-10,STORE002,1004,22
2024-03-10,STORE007,1005,3
2024-03-10,STORE006,1020,4
2024-03-11,STORE006,1003,21
2024-03-11,STORE007,1020,2
2024-03-11,STORE001,1007,21
2024-03-11,STORE009,1002,26
2024-03-11,STORE005,1020,21
2024-03-11,STORE003,1003,1
2024-03-11,STORE008,1012,27
2024-03-11,STORE005,1008,6
2024-03-11,STORE010,1019,20
2024-03-12,STORE002,1019,28
2024-03-12,STORE008,1007,16
2024-03-12,STORE001,1014,18
2024-03-12,STORE004,1019,5
2024-03-12,STORE002,1009,5
2024-03-12,STORE003,1019,26
2024-03-12,STORE009,1011,27
2024-03-12,STORE008,1007,11
2024-03-12,STORE005,1002,5
2024-03-12,STORE004,1001,16
2024-03-12,STORE004,1004,21
2024-03-12,STORE009,1014,20
2024-03-13,STORE004,1004,16
2024-03-13,STORE008,1019,19
2024-03-13,STORE006,1014,26
2024-03-13,STORE003,1004,13
2024-03-13,STORE003,1018,26
2024-03-13,STORE002,1012,23
2024-03-13,STORE007,1009,5
2024-03-13,STORE009,1018,1
2024-03-13,STORE005,1003,6
2024-03-13,STORE001,1012,16
2024-03-13,STORE003,1006,8
2024-03-13,STORE002,1008,6
2024-03-14,STORE001,1007,11
2024-03-14,STORE006,1006,5
2024-03-14,STORE002,1007,10
2024-03-14,STORE010,1008,12
2024-03-14,STORE005,1011,13
2024-03-14,STORE002,1002,24
2024-03-14,STORE004,1014,17
2024-03-15,STORE008,1018,24
2024-03-15,STORE006,1008,15
2024-03-15,STORE001,1006,30
2024-03-15,STORE009,1010,7
2024-03-15,STORE005,1017,30
2024-03-15,STORE001,1003,6
2024-03-16,STORE010,1004,27
2024-03-16,STORE006,1010,18
2024-03-16,STORE010,1003,4
2024-03-16,STORE007,1003,28
2024-03-16,STORE005,1013,11
2024-03-16,STORE006,1012,14
2024-03-16,STORE001,1020,5
2024-03-16,STORE002,1003,30
2024-03-16,STORE009,1015,13
2024-03-16,STORE005,1015,2
2024-03-16,STORE002,1020,19
2024-03-16,STORE006,1018,7
2024-03-17,STORE003,1001,10
2024-03-17,STORE007,1013,4
2024-03-17,STORE005,1019,7
2024-03-17,STORE004,1008,18
2024-03-17,STORE003,1017,6
2024-03-17,STORE003,1001,26
2024-03-17,STORE002,1020,19
2024-03-17,STORE009,1015,19
2024-03-17,STORE008,1007,19
2024-03-17,STORE003,1013,30
2024-03-17,STORE002,1019,15
2024-03-17,STORE004,1009,9
2024-03-18,STORE002,1004,9
2024-03-18,STORE009,1016,25
2024-03-18,STORE002,1017,17
2024-03-18,STORE003,1005,5
2024-03-18,STORE006,1001,25
