Date,Store ID,Product ID,Quantity Sold
2024-05-01,STORE003,1013,22
2024-05-01,STORE006,1013,15
2024-05-01,STORE006,1003,3
2024-05-01,STORE009,1012,19
2024-05-01,STORE010,1010,1
2024-05-01,STORE009,1005,8
2024-05-01,STORE007,1018,25
2024-05-02,STORE002,1019,21
2024-05-02,STORE008,1015,4
2024-05-02,STORE005,1010,20
2024-05-02,STORE008,1012,12
2024-05-02,STORE002,1018,3
2024-05-02,STORE007,1019,1
2024-05-02,STORE009,1012,18
2024-05-02,STORE005,1009,21
2024-05-02,STORE004,1004,4
2024-05-02,STORE002,1004,28
2024-05-02,STORE005,1002,2
2024-05-02,STORE006,1013,23
2024-05-02,STORE005,1009,20
2024-05-02,STORE009,1006,18
2024-05-02,STORE002,1004,28
2024-05-03,STORE004,1012,9
2024-05-03,STORE002,1004,20
2024-05-03,STORE009,1018,27
2024-05-03,STORE008,1005,14
2024-05-03,STORE010,1019,4
2024-05-03,STORE010,1016,20
2024-05-03,STORE002,1020,25
2024-05-03,STORE005,1004,13
2024-05-03,STORE007,1013,12
2024-05-03,STORE009,1008,8
2024-05-03,STORE005,1009,12
2024-05-03,STORE002,1007,4
2024-05-03,STORE004,1005,25
2024-05-03,STORE004,1008,27
2024-05-04,STORE009,1010,3
2024-05-04,STORE003,1007,24
2024-05-04,STORE007,1012,27
2024-05-04,STORE009,1009,10
2024-05-04,STORE002,1004,2
2024-05-04,STORE007,1011,8
2024-05-05,STORE002,1020,26
2024-05-05,STORE008,1011,17
2024-05-05,STORE009,1010,5
2024-05-05,STORE007,1018,4
2024-05-05,STORE009,1011,13
2024-05-05,STORE006,1003,18
2024-05-05,STORE006,1006,30
2024-05-05,STORE002,1002,12
2024-05-05,STORE008,1017,28
2024-05-06,STORE001,1018,4
2024-05-06,STORE002,1006,24
2024-05-06,STORE006,1019,19
2024-05-06,STORE002,1001,21
2024-05-06,STORE003,1011,23
2024-05-07,STORE007,1014,1
2024-05-07,STORE004,1002,6
2024-05-07,STORE002,1013,7
2024-05-07,STORE009,1005,23
2024-05-07,STORE008,1014,23
2024-05-08,STORE009,1013,6
2024-05-08,STORE003,1017,11
2024-05-08,STORE004,1018,12
2024-05-08,STORE009,1003,19
2024-05-08,STORE004,1002,11
2024-05-09,STORE004,1015,19
2024-05-09,STORE004,1007,14
2024-05-09,STORE009,1008,7
2024-05-09,STORE002,1012,19
2024-05-09,STORE009,1019,16
2024-05-09,STORE004,1005,16
2024-05-09,STORE010,1014,15
2024-05-09,STORE009,1004,12
2024-05-09,STORE005,1012,23
2024-05-09,STORE008,1019,15
2024-05-09,STORE007,1010,14
2024-05-10,STORE007,1005,12
2024-05-10,STORE008,1004,20
2024-05-10,STORE007,1005,24
2024-05-10,STORE007,1020,9
2024-05-10,STORE001,1014,18
