Date,Store ID,Product ID,Quantity Sold
2024-09-01,STORE005,1020,11
2024-09-01,STORE005,1003,4
2024-09-01,STORE008,1012,16
2024-09-01,STORE005,1011,16
2024-09-01,STORE004,1005,1
2024-09-01,STORE004,1019,12
2024-09-01,STORE005,1005,14
2024-09-01,STORE008,1005,17
2024-09-01,STORE002,1014,6
2024-09-01,STORE010,1012,20
2024-09-01,STORE003,1001,4
2024-09-01,STORE007,1015,29
2024-09-01,STORE007,1015,20
2024-09-01,STORE007,1003,30
2024-09-01,STORE010,1015,11
2024-09-02,STORE007,1003,14
2024-09-02,STORE003,1015,12
2024-09-02,STORE009,1017,3
2024-09-02,STORE006,1019,29
2024-09-02,STORE004,1014,12
2024-09-02,STORE010,1019,30
2024-09-02,STORE002,1004,25
2024-09-02,STORE005,1001,19
2024-09-02,STORE003,1019,11
2024-09-02,STORE007,1011,23
2024-09-02,STORE008,1014,30
2024-09-02,STORE009,1003,26
2024-09-02,STORE006,1018,23
2024-09-02,STORE005,1014,4
2024-09-02,STORE007,1006,6
2024-09-03,STORE005,1015,7
2024-09-03,STORE005,1004,19
2024-09-03,STORE006,1005,3
2024-09-03,STORE006,1004,13
2024-09-03,STORE003,1003,20
2024-09-03,STORE008,1004,10
2024-09-03,STORE010,1005,24
2024-09-03,STORE005,1005,5
2024-09-03,STORE001,1015,18
2024-09-04,STORE005,1018,30
2024-09-04,STORE010,1001,10
2024-09-04,STORE003,1019,21
2024-09-04,STORE007,1019,17
2024-09-04,STORE003,1004,25
2024-09-04,STORE006,1017,8
2024-09-04,STORE003,1002,24
2024-09-04,STORE001,1009,2
2024-09-04,STORE006,1001,21
2024-09-04,STORE007,1004,24
2024-09-04,STORE005,1005,30
2024-09-05,STORE005,1007,20
2024-09-05,STORE003,1004,30
2024-09-05,STORE004,1011,19
2024-09-05,STORE003,1008,24
2024-09-05,STORE008,1016,1
2024-09-05,STORE009,1008,18
2024-09-05,STORE010,1019,17
2024-09-05,STORE007,1004,29
2024-09-05,STORE004,1005,11
2024-09-05,STORE001,1007,6
2024-09-06,STORE007,1019,16
2024-09-06,STORE008,1007,15
2024-09-06,STORE009,1011,9
2024-09-06,STORE002,1001,23
2024-09-06,STORE004,1019,10
2024-09-07,STORE001,1019,8
2024-09-07,STORE009,1005,26
2024-09-07,STORE002,1016,3
2024-09-07,STORE008,1018,6
2024-09-07,STORE003,1014,24
2024-09-07,STORE002,1007,28
2024-09-08,STORE009,1017,26
2024-09-08,STORE003,1014,20
2024-09-08,STORE003,1007,29
2024-09-08,STORE001,1012,6
2024-09-08,STORE007,1020,28
2024-09-08,STORE005,1002,24
2024-09-08,STORE004,1014,30
2024-09-08,STORE005,1005,1
2024-09-08,STORE003,1001,13
2024-09-08,STORE002,1006,25
2024-09-08,STORE002,1018,26
2024-09-08,STORE009,1007,12
2024-09-08,STORE006,1011,14
2024-09-08,STORE010,1018,15
2024-09-09,STORE006,1009,12
2024-09-09,STORE002,1006,28
2024-09-09,STORE010,1008,14
2024-09-09,STORE007,1012,1
2024-09-09,STORE009,1007,29
2024-09-09,STORE002,1017,15
2024-09-09,STORE007,1015,13
2024-09-09,STORE003,1007,11
2024-09-10,STORE008,1018,20
2024-09-10,STORE007,1014,19
2024-09-10,STORE008,1015,14
2024-09-10,STORE003,1012,14
2024-09-10,STORE009,1010,27
2024-09-10,STORE007,1016,13
2024-09-10,STORE002,1012,17
2024-09-10,STORE010,1010,27
2024-09-11,STORE007,1005,2
2024-09-11,STORE010,1020,29
2024-09-11,STORE007,1015,22
2024-09-11,STORE006,1003,8
2024-09-11,STORE008,1016,30
2024-09-11,STORE006,1009,23
2024-09-11,STORE002,1008,19
2024-09-11,STORE007,1004,6
2024-09-11,STORE001,1020,10
2024-09-11,STORE003,1011,5
2024-09-11,STORE005,1009,23
2024-09-12,STORE010,1019,16
2024-09-12,STORE009,1002,15
2024-09-12,STORE001,1008,9
2024-09-12,STORE005,1015,16
2024-09-12,STORE004,1020,10
2024-09-13,STORE003,1005,9
2024-09-13,STORE009,1004,3
2024-09-13,STORE009,1003,2
2024-09-13,STORE009,1020,17
2024-09-13,STORE002,1007,12
2024-09-13,STORE009,1015,28
2024-09-13,STORE010,1019,8
2024-09-13,STORE006,1011,8
2024-09-13,STORE010,1006,21
2024-09-13,STORE010,1018,15
2024-09-13,STORE001,1014,1
2024-09-13,STORE001,1006,20
2024-09-14,STORE007,1004,20
2024-09-14,STORE002,1017,15
2024-09-14,STORE007,1003,6
2024-09-14,STORE002,1014,15
2024-09-14,STORE002,1005,24
2024-09-14,STORE002,1003,19
2024-09-14,STORE010,1005,25
2024-09-14,STORE001,1012,10
2024-09-14,STORE010,1016,22
2024-09-14,STORE002,1004,9
2024-09-14,STORE008,1017,24
2024-09-14,STORE006,1004,20
2024-09-14,STORE001,1003,7
2024-09-14,STORE003,1014,18
2024-09-15,STORE006,1006,23
2024-09-15,STORE002,1010,26
2024-09-15,STORE010,1009,21
2024-09-15,STORE005,1016,29
2024-09-15,STORE002,1008,13
2024-09-15,STORE008,1016,23
2024-09-15,STORE010,1002,10
2024-09-15,STORE006,1004,26
2024-09-16,STORE001,1014,29
2024-09-16,STORE006,1018,27
2024-09-16,STORE007,1009,24
2024-09-16,STORE007,1003,2
2024-09-16,STORE002,1002,1
2024-09-16,STORE001,1008,29
2024-09-16,STORE009,1004,2
2024-09-17,STORE003,1014,9
2024-09-17,STORE007,1007,30
2024-09-17,STORE002,1017,16
2024-09-17,STORE002,1017,26
2024-09-17,STORE001,1008,18
2024-09-17,STORE006,1004,27
2024-09-17,STORE003,1002,9
2024-09-17,STORE009,1007,10
2024-09-17,STORE002,1003,14
2024-09-17,STORE007,1005,28
2024-09-18,STORE009,1011,13
2024-09-18,STORE001,1007,27
2024-09-18,STORE001,1006,28
2024-09-18,STORE002,1017,6
2024-09-18,STORE007,1020,6
2024-09-18,STORE001,1002,4
2024-09-18,STORE003,1011,21
2024-09-18,STORE009,1004,18
2024-09-18,STORE002,1004,12
2024-09-18,STORE005,1011,20
2024-09-18,STORE004,1014,22
2024-09-18,STORE006,1009,11
2024-09-18,STORE004,1016,27
2024-09-19,STORE010,1011,17
2024-09-19,STORE003,1013,26
2024-09-19,STORE008,1010,30
2024-09-19,STORE001,1015,13
2024-09-19,STORE010,1010,7
2024-09-20,STORE007,1008,24
2024-09-20,STORE008,1004,17
2024-09-20,STORE005,1018,7
2024-09-20,STORE010,1017,3
2024-09-20,STORE008,1005,13
2024-09-20,STORE007,1017,29
2024-09-20,STORE006,1007,3
2024-09-20,STORE001,1014,26
2024-09-20,STORE001,1007,19
2024-09-20,STORE001,1005,20
2024-09-20,STORE005,1014,20
2024-09-20,STORE002,1003,8
2024-09-20,STORE007,1005,22
2024-09-20,STORE007,1011,27
2024-09-21,STORE007,1001,4
2024-09-21,STORE010,1002,28
2024-09-21,STORE003,1006,21
2024-09-21,STORE009,1020,1
2024-09-21,STORE002,1014,17
2024-09-21,STORE010,1004,15
2024-09-21,STORE005,1003,23
2024-09-21,STORE003,1018,6
2024-09-21,STORE008,1005,7
2024-09-21,STORE009,1005,16
2024-09-21,STORE010,1006,27
2024-09-21,STORE007,1009,18
2024-09-21,STORE004,1009,20
2024-09-21,STORE008,1007,15
2024-09-22,STORE009,1008,27
2024-09-22,STORE003,1001,19
2024-09-22,STORE006,1013,20
2024-09-22,STORE006,1005,12
2024-09-22,STORE006,1007,14
2024-09-22,STORE001,1008,21
2024-09-22,STORE008,1005,16
2024-09-22,STORE010,1019,14
2024-09-22,STORE008,1003,29
2024-09-22,STORE003,1003,1
2024-09-22,STORE008,1008,26
2024-09-22,STORE003,1007,18
2024-09-23,STORE005,1008,8
2024-09-23,STORE007,1012,6
2024-09-23,STORE002,1012,19
2024-09-23,STORE008,1005,6
2024-09-23,STORE006,1003,17
2024-09-23,STORE006,1015,14
2024-09-23,STORE008,1001,2
2024-09-23,STORE001,1014,23
2024-09-23,STORE007,1007,26
2024-09-23,STORE002,1020,24
2024-09-23,STORE004,1001,14
2024-09-23,STORE001,1016,15
2024-09-23,STORE006,1019,14
2024-09-24,STORE006,1019,11
2024-09-24,STORE005,1009,10
2024-09-24,STORE004,1018,16
2024-09-24,STORE005,1014,6
2024-09-24,STORE001,1003,9
2024-09-24,STORE010,1016,17
2024-09-24,STORE003,1006,14
2024-09-24,STORE010,1008,25
2024-09-24,STORE004,1020,28
2024-09-24,STORE006,1010,21
2024-09-24,STORE004,1006,6
2024-09-24,STORE008,1008,21
2024-09-24,STORE005,1011,23
2024-09-24,STORE002,1007,25
2024-09-25,STORE007,1013,18
2024-09-25,STORE004,1004,9
2024-09-25,STORE004,1002,7
2024-09-25,STORE002,1013,11
2024-09-25,STORE003,1011,24
2024-09-25,STORE009,1005,5
2024-09-25,STORE005,1015,22
2024-09-25,STORE007,1002,9
2024-09-25,STORE001,1011,5
2024-09-25,STORE004,1005,30
2024-09-25,STORE005,1005,19
2024-09-25,STORE010,1010,9
2024-09-26,STORE009,1019,1
2024-09-26,STORE004,1002,30
2024-09-26,STORE008,1020,27
2024-09-26,STORE010,1009,13
2024-09-26,STORE007,1009,15
2024-09-26,STORE008,1013,26
2024-09-26,STORE007,1012,14
2024-09-26,STORE002,1012,25
2024-09-26,STORE007,1015,12
2024-09-26,STORE006,1017,27
2024-09-26,STORE009,1010,18
2024-09-26,STORE003,1005,27
2024-09-27,STORE009,1004,8
2024-09-27,STORE002,1019,12
2024-09-27,STORE006,1007,8
2024-09-27,STORE002,1013,30
2024-09-27,STORE009,1008,7
2024-09-27,STORE008,1014,6
2024-09-27,STORE002,1005,22
2024-09-27,STORE007,1003,4
2024-09-27,STORE008,1014,26
2024-09-27,STORE004,1010,8
2024-09-28,STORE008,1017,18
2024-09-28,STORE009,1003,23
2024-09-28,STORE003,1004,25
2024-09-28,STORE002,1003,6
2024-09-28,STORE009,1014,29
2024-09-28,STORE001,1009,9
2024-09-28,STORE007,1006,3
2024-09-28,STORE007,1019,20
2024-09-29,STORE010,1015,16
2024-09-29,STORE006,1019,27
2024-09-29,STORE009,1012,24
2024-09-29,STORE007,1005,12
2024-09-29,STORE010,1007,25
2024-09-29,STORE003,1004,20
2024-09-29,STORE005,1009,22
2024-09-29,STORE009,1012,4
2024-09-29,STORE001,1003,25
2024-09-29,STORE007,1017,2
2024-09-29,STORE009,1017,13
2024-09-29,STORE002,1004,7
2024-09-30,STORE004,1014,10
2024-09-30,STORE008,1006,22
2024-09-30,STORE009,1004,12
2024-09-30,STORE003,1009,27
2024-09-30,STORE007,1001,13
2024-09-30,STORE009,1014,24
2024-09-30,STORE008,1008,13
2024-09-30,STORE005,1002,17
2024-09-30,STORE004,1003,14
2024-09-30,STORE006,1011,22
2024-09-30,STORE007,1019,27
2024-09-30,STORE010,1005,18
2024-09-30,STORE002,1004,2
2024-09-30,STORE008,1001,10
