Date,Store ID,Product ID,Quantity Sold
2024-08-01,STORE009,1014,23
2024-08-01,STORE006,1017,17
2024-08-01,STORE009,1017,19
2024-08-01,STORE005,1016,3
2024-08-01,STORE010,1012,13
2024-08-02,STORE008,1012,3
2024-08-02,STORE002,1014,8
2024-08-02,STORE002,1003,16
2024-08-02,STORE005,1009,22
2024-08-02,STORE003,1008,20
2024-08-02,STORE004,1004,27
2024-08-02,STORE006,1016,23
2024-08-02,STORE004,1020,26
2024-08-03,STORE009,1016,24
2024-08-03,STORE009,1009,18
2024-08-03,STORE001,1008,21
2024-08-03,STORE001,1011,2
2024-08-03,STORE007,1007,25
2024-08-03,STORE004,1008,28
2024-08-03,STORE003,1016,17
2024-08-03,STORE003,1019,25
2024-08-03,STORE002,1015,12
2024-08-03,STORE001,1015,7
2024-08-03,STORE005,1017,9
2024-08-04,STORE003,1016,14
2024-08-04,STORE004,1009,7
2024-08-04,STORE003,1003,5
2024-08-04,STORE006,1015,24
2024-08-04,STORE003,1004,28
2024-08-04,STORE006,1020,25
2024-08-04,STORE004,1011,24
2024-08-04,STORE003,1010,9
2024-08-04,STORE006,1011,29
2024-08-04,STORE005,1016,17
2024-08-04,STORE003,1009,27
2024-08-04,STORE005,1019,29
2024-08-04,STORE005,1010,30
2024-08-04,STORE002,1011,26
2024-08-04,STORE005,1017,16
2024-08-05,STORE001,1013,19
2024-08-05,STORE002,1015,26
2024-08-05,STORE001,1001,15
2024-08-05,STORE002,1014,25
2024-08-05,STORE010,1011,12
2024-08-05,STORE008,1003,22
2024-08-05,STORE003,1017,4
2024-08-05,STORE006,1006,24
2024-08-05,STORE007,1001,28
2024-08-05,STORE006,1005,26
2024-08-05,STORE003,1020,25
2024-08-06,STORE010,1013,29
2024-08-06,STORE002,1005,5
2024-08-06,STORE002,1014,8
2024-08-06,STORE001,1004,5
2024-08-06,STORE008,1009,22
2024-08-06,STORE009,1008,19
2024-08-06,STORE002,1007,21
2024-08-06,STORE001,1019,20
2024-08-06,STORE001,1020,6
2024-08-06,STORE007,1002,18
2024-08-06,STORE005,1016,23
2024-08-06,STORE010,1014,13
2024-08-07,STORE008,1018,6
2024-08-07,STORE008,1014,11
2024-08-07,STORE006,1002,25
2024-08-07,STORE010,1007,24
2024-08-07,STORE004,1003,29
2024-08-07,STORE008,1003,21
2024-08-07,STORE008,1019,30
2024-08-07,STORE005,1014,18
2024-08-07,STORE009,1017,14
2024-08-07,STORE001,1020,1
2024-08-07,STORE008,1017,13
2024-08-07,STORE007,1006,13
2024-08-08,STORE003,1007,29
2024-08-08,STORE004,1007,18
2024-08-08,STORE008,1018,4
2024-08-08,STORE001,1010,14
2024-08-08,STORE003,1003,26
2024-08-08,STORE007,1019,20
2024-08-08,STORE002,1002,6
2024-08-08,STORE010,1004,17
2024-08-08,STORE005,1006,28
2024-08-08,STORE002,1005,7
2024-08-08,STORE005,1011,27
2024-08-08,STORE010,1016,4
2024-08-08,STORE005,1019,28
2024-08-08,STORE001,1005,18
2024-08-09,STORE009,1002,19
2024-08-09,STORE003,1006,10
2024-08-09,STORE006,1002,19
2024-08-09,STORE007,1005,16
2024-08-09,STORE009,1019,12
2024-08-09,STORE002,1015,3
2024-08-09,STORE005,1001,27
2024-08-09,STORE006,1002,4
2024-08-09,STORE007,1005,5
2024-08-09,STORE003,1006,24
2024-08-09,STORE005,1017,20
2024-08-10,STORE007,1002,12
2024-08-10,STORE002,1017,10
2024-08-10,STORE007,1005,22
2024-08-10,STORE002,1009,5
2024-08-10,STORE007,1014,19
2024-08-10,STORE009,1005,12
2024-08-10,STORE007,1018,7
