Date,Store ID,Product ID,Quantity Sold
2024-12-01,STORE008,1002,8
2024-12-01,STORE004,1014,3
2024-12-01,STORE002,1007,25
2024-12-01,STORE005,1002,17
2024-12-01,STORE001,1001,2
2024-12-01,STORE002,1008,9
2024-12-01,STORE002,1004,11
2024-12-01,STORE006,1004,14
2024-12-01,STORE008,1003,15
2024-12-01,STORE007,1001,14
2024-12-01,STORE001,1020,30
2024-12-02,STORE007,1009,22
2024-12-02,STORE003,1004,24
2024-12-02,STORE005,1005,22
2024-12-02,STORE009,1020,16
2024-12-02,STORE006,1015,11
2024-12-02,STORE002,1002,8
2024-12-02,STORE007,1010,29
2024-12-03,STORE004,1006,1
2024-12-03,STORE009,1001,21
2024-12-03,STORE005,1001,20
2024-12-03,STORE005,1007,6
2024-12-03,STORE008,1005,4
2024-12-03,STORE006,1003,18
2024-12-03,STORE005,1011,22
2024-12-03,STORE003,1001,13
2024-12-03,STORE002,1005,1
2024-12-03,STORE002,1003,30
2024-12-03,STORE004,1008,8
2024-12-03,STORE005,1004,11
2024-12-03,STORE008,1004,25
2024-12-03,STORE005,1011,7
2024-12-03,STORE010,1012,10
2024-12-04,STORE006,1007,20
2024-12-04,STORE005,1014,10
2024-12-04,STORE003,1012,25
2024-12-04,STORE007,1015,1
2024-12-04,STORE004,1014,22
2024-12-05,STORE009,1010,18
2024-12-05,STORE002,1012,27
2024-12-05,STORE003,1015,12
2024-12-05,STORE002,1005,4
2024-12-05,STORE010,1018,2
2024-12-05,STORE005,1019,24
2024-12-05,STORE010,1011,27
2024-12-05,STORE009,1015,4
2024-12-05,STORE008,1006,7
2024-12-06,STORE003,1015,26
2024-12-06,STORE005,1015,2
2024-12-06,STORE003,1003,15
2024-12-06,STORE009,1019,4
2024-12-06,STORE001,1006,2
2024-12-06,STORE005,1019,13
2024-12-06,STORE003,1006,20
2024-12-06,STORE008,1015,7
2024-12-06,STORE002,1008,30
2024-12-07,STORE006,1020,14
2024-12-07,STORE007,1014,8
2024-12-07,STORE008,1004,16
2024-12-07,STORE002,1004,30
2024-12-07,STORE006,1011,26
2024-12-07,STORE010,1019,7
2024-12-07,STORE004,1015,18
2024-12-07,STORE003,1007,25
2024-12-07,STORE009,1012,29
2024-12-07,STORE001,1004,4
2024-12-08,STORE006,1012,28
2024-12-08,STORE002,1001,12
2024-12-08,STORE006,1012,13
2024-12-08,STORE008,1015,18
2024-12-08,STORE010,1009,6
2024-12-08,STORE009,1013,6
2024-12-08,STORE009,1010,17
2024-12-08,STORE003,1004,9
2024-12-08,STORE009,1005,23
2024-12-08,STORE005,1011,16
2024-12-08,STORE006,1017,3
2024-12-08,STORE006,1010,9
2024-12-08,STORE007,1013,17
2024-12-09,STORE004,1016,1
2024-12-09,STORE001,1008,23
2024-12-09,STORE005,1017,26
2024-12-09,STORE006,1020,24
2024-12-09,STORE008,1013,29
2024-12-09,STORE005,1011,20
2024-12-09,STORE004,1013,5
2024-12-09,STORE005,1011,12
2024-12-09,STORE002,1014,19
2024-12-10,STORE009,1016,20
2024-12-10,STORE010,1011,9
2024-12-10,STORE005,1013,1
2024-12-10,STORE010,1010,18
2024-12-10,STORE006,1019,29
2024-12-10,STORE007,1005,16
2024-12-10,STORE010,1014,19
2024-12-10,STORE004,1014,8
2024-12-10,STORE006,1014,27
2024-12-10,STORE003,1010,4
2024-12-10,STORE004,1005,15
2024-12-10,STORE003,1013,9
2024-12-10,STORE004,1019,7
2024-12-10,STORE009,1007,1
2024-12-11,STORE007,1008,11
2024-12-11,STORE007,1008,5
2024-12-11,STORE009,1015,19
2024-12-11,STORE003,1001,20
2024-12-11,STORE007,1007,6
2024-12-11,STORE002,1014,6
2024-12-11,STORE003,1002,17
2024-12-11,STORE010,1004,25
2024-12-11,STORE004,1004,16
2024-12-11,STORE006,1020,28
2024-12-12,STORE002,1002,21
2024-12-12,STORE003,1008,11
2024-12-12,STORE001,1002,17
2024-12-12,STORE008,1010,13
2024-12-12,STORE010,1007,7
2024-12-12,STORE009,1003,30
2024-12-12,STORE010,1001,4
2024-12-12,STORE004,1018,17
2024-12-12,STORE008,1017,2
2024-12-12,STORE006,1006,13
2024-12-12,STORE008,1011,21
2024-12-13,STORE005,1016,6
2024-12-13,STORE002,1003,3
2024-12-13,STORE005,1007,6
2024-12-13,STORE001,1003,14
2024-12-13,STORE003,1020,10
2024-12-13,STORE001,1012,2
2024-12-13,STORE006,1011,2
2024-12-14,STORE003,1017,25
2024-12-14,STORE009,1016,5
2024-12-14,STORE001,1012,18
2024-12-14,STORE008,1014,21
2024-12-14,STORE003,1010,26
2024-12-14,STORE004,1014,27
2024-12-15,STORE004,1002,5
2024-12-15,STORE002,1013,14
2024-12-15,STORE008,1010,15
2024-12-15,STORE002,1003,22
2024-12-15,STORE007,1008,27
2024-12-15,STORE004,1016,1
2024-12-15,STORE002,1013,19
2024-12-15,STORE005,1020,24
2024-12-16,STORE009,1019,26
2024-12-16,STORE008,1010,7
2024-12-16,STORE004,1010,25
2024-12-16,STORE006,1001,29
2024-12-16,STORE006,1010,14
2024-12-16,STORE007,1011,29
2024-12-16,STORE007,1017,15
2024-12-16,STORE001,1012,11
2024-12-16,STORE001,1002,20
2024-12-16,STORE004,1011,9
2024-12-16,STORE006,1015,7
2024-12-16,STORE005,1011,3
2024-12-16,STORE007,1013,13
2024-12-17,STORE005,1013,14
2024-12-17,STORE001,1013,22
2024-12-17,STORE002,1016,2
2024-12-17,STORE010,1001,2
2024-12-17,STORE001,1016,13
2024-12-17,STORE009,1006,3
2024-12-17,STORE002,1013,1
2024-12-17,STORE010,1020,1
2024-12-17,STORE005,1011,19
2024-12-17,STORE010,1004,25
2024-12-17,STORE008,1003,8
2024-12-17,STORE010,1004,2
2024-12-17,STORE003,1015,22
2024-12-17,STORE004,1008,15
2024-12-17,STORE005,1009,17
2024-12-18,STORE007,1005,19
2024-12-18,STORE008,1016,26
2024-12-18,STORE009,1010,8
2024-12-18,STORE009,1001,30
2024-12-18,STORE004,1014,15
2024-12-18,STORE008,1012,30
2024-12-18,STORE001,1009,11
2024-12-18,STORE008,1002,12
2024-12-19,STORE001,1004,1
2024-12-19,STORE003,1005,7
2024-12-19,STORE009,1006,4
2024-12-19,STORE001,1007,24
2024-12-19,STORE001,1016,15
2024-12-19,STORE005,1018,27
2024-12-19,STORE008,1011,27
2024-12-20,STORE005,1003,28
2024-12-20,STORE003,1008,15
2024-12-20,STORE004,1003,16
2024-12-20,STORE006,1006,28
2024-12-20,STORE008,1005,29
2024-12-20,STORE004,1019,18
2024-12-20,STORE009,1001,24
2024-12-20,STORE004,1009,25
2024-12-20,STORE003,1003,26
2024-12-20,STORE004,1012,26
2024-12-20,STORE007,1002,16
2024-12-20,STORE002,1016,26
2024-12-20,STORE009,1014,30
2024-12-20,STORE008,1020,14
2024-12-20,STORE002,1019,13
2024-12-21,STORE003,1004,13
2024-12-21,STORE007,1018,17
2024-12-21,STORE002,1003,18
2024-12-21,STORE007,1008,5
2024-12-21,STORE009,1019,30
2024-12-21,STORE007,1008,21
2024-12-21,STORE003,1018,23
2024-12-22,STORE005,1016,5
2024-12-22,STORE001,1014,16
2024-12-22,STORE001,1010,30
2024-12-22,STORE004,1003,24
2024-12-22,STORE007,1003,2
2024-12-22,STORE007,1010,29
2024-12-22,STORE002,1002,10
2024-12-22,STORE002,1005,16
2024-12-22,STORE008,1006,1
2024-12-22,STORE005,1016,22
2024-12-22,STORE009,1019,22
2024-12-22,STORE002,1005,27
2024-12-22,STORE009,1005,9
2024-12-23,STORE004,1005,27
2024-12-23,STORE001,1009,29
2024-12-23,STORE004,1013,24
2024-12-23,STORE006,1007,13
2024-12-23,STORE006,1013,1
2024-12-23,STORE003,1009,26
2024-12-23,STORE005,1004,16
2024-12-24,STORE004,1011,5
2024-12-24,STORE004,1007,30
2024-12-24,STORE007,1018,25
2024-12-24,STORE003,1012,19
2024-12-24,STORE008,1011,9
2024-12-24,STORE006,1010,30
2024-12-24,STORE001,1003,14
2024-12-24,STORE003,1019,11
2024-12-24,STORE001,1008,1
2024-12-24,STORE008,1017,18
2024-12-24,STORE007,1017,5
